"","gender","index_immigration_status","home_possessions","cultural_possessions","home_edu_resources","escs","video_games","sport_after_school","read_books","internet_social","meet_friends","study_before_school","study_after_school","learning_time_math","learning_time_lang","learning_time_science","disciplinari_climate","subjective_well_being","enjoy_science","interest_broad_science","intrum_motiv_science","motivat","test_anxiety","education_parents_medium","education_parents_high","pv5math"
"11323",1,1,39864,0.7777,1.1563,-0.5501,0,1,1,1,1,1,1,6,32,0.416666666666667,0.0572,2.5915,2.1635,0.5305,1.7359,1.8543,1.7184,0,0,426.029
"11324",0,1,28757,-0.4504,-0.1108,-1.3096,0,1,1,1,1,0,1,3.66666666666667,5.5,0.383333333333333,-1.0806,-0.0621,-0.5781,-0.6723,-0.7778,-0.7197,0.4065,0,0,519.383
"11325",0,1,27844,-0.7273,0.0321,-0.3059,1,1,1,1,1,1,1,4,4,0.416666666666667,0.8934,-0.3381,-0.8208,0.3721,1.7359,-0.5643,1.1199,0,1,378.176
"11326",0,1,44259,0.7777,1.1563,0.9565,0,0,0,1,1,1,1,4,6,0.416666666666667,1.3185,0.1674,0.5094,-0.0034,1.0218,-0.2908,2.5493,0,1,513.281
"11327",0,1,33799,-0.2031,-0.1108,0.1609,1,1,1,1,1,1,1,4,5,0.416666666666667,-0.3513,2.5915,0.0992,0.1976,1.7359,1.8543,1.7184,0,1,389.757
"11329",0,1,29774,-0.4343,1.1563,-0.7247,1,0,0,1,1,0,1,4,6,0.416666666666667,0.2884,-0.3381,0.125,-1.0845,-0.3035,0.5952,0.2092,1,0,502.649
"11330",0,1,31851,-0.4945,1.1563,-0.483,0,1,1,1,1,1,1,4,6,0.416666666666667,0.9373,0.3171,0.5094,-0.1178,-0.7778,0.5952,1.2918,1,0,501.963
"11331",1,1,33499,-1.6287,1.1563,-0.1332,1,1,0,1,1,0,1,4,6,0.416666666666667,1.1892,-0.3381,0.0992,0.3315,-0.3035,-0.4495,0.7186,1,0,600.403
"11332",1,1,30989,-0.9969,1.1563,-0.8453,1,1,1,1,1,1,1,4,6,0.416666666666667,-0.4523,-0.4725,0.1458,1.7755,1.7359,-0.4954,1.1338,1,0,503.616
"11333",1,1,35801,-0.5975,0.8021,-1.34,1,1,0,1,1,1,1,4,4,0.416666666666667,0.241,0.0267,-0.3274,0.6061,0.1639,0.5387,2.5493,0,0,526.136
"11334",1,1,33552,-0.6174,1.1563,-1.3751,1,0,1,1,1,1,1,3.66666666666667,5.5,0.383333333333333,-0.2336,-0.4725,-0.5781,-0.3992,-0.2552,-0.8055,0.5619,0,0,475.149
"11335",1,1,36756,0.0433,1.1563,-0.0404,1,1,0,1,1,0,1,4,6,0.416666666666667,-0.0405,2.5915,-0.8312,0.55,0.267,-0.4309,0.7882,0,1,462.759
"11336",1,1,38413,0.3941,1.1563,-0.2419,1,1,1,1,1,1,1,4,6,0.416666666666667,0.2829,-0.1613,0.5553,0.8067,0.3708,-0.5643,-0.308,1,0,444.88
"11337",1,1,36895,0.6093,-0.6134,-1.4238,0,1,1,1,1,1,1,4,6,0.416666666666667,-1.3544,-0.0944,0.019,0.5282,-0.2875,-0.5865,-0.6195,0,0,449.085
"11338",1,1,25178,-1.2278,1.1563,-1.6064,0,0,0,1,1,1,1,4,6,0.416666666666667,0.9373,-0.3381,0.0992,-0.4651,-0.2152,-0.2803,1.4098,0,0,434.925
"11339",1,1,45007,1.0478,1.1563,0.2628,1,1,1,1,1,1,1,4,6,0.416666666666667,-0.4266,0.3602,-1.1457,0.438,-0.7778,0.8101,1.7184,0,1,512.21
"11342",1,1,28442,-0.831,-0.6303,-1.4865,0,0,0,1,1,0,1,3,3,0.0166666666666667,-0.9827,-0.6837,-0.8208,0.5305,-0.1726,1.8543,1.7184,0,0,575.958
"11344",1,1,34165,0.3744,-0.1108,-1.5034,1,0,0,1,1,0,1,3.33333333333333,5,0.35,0.2829,-0.1735,0.0992,0.2913,-0.7778,0.1111,1.0461,0,0,428.653
"11345",1,1,32672,-0.9969,1.1563,-0.7521,1,1,0,1,0,0,1,3,4.5,0.316666666666667,-0.6312,0.3191,2.1635,0.5305,-0.494,-1.0771,-1.5176,0,0,612.918
"11346",0,1,36578,-0.1892,1.1563,-0.0614,0,0,1,1,1,1,1,3,5,0.416666666666667,1.8837,-0.3381,0.5094,0.4913,0.0125,0.4631,0.7993,1,0,309.838
"11347",0,1,31189,-0.4945,1.1563,0.0712,0,0,0,1,1,0,1,3,4,0.416666666666667,0.8477,-0.7176,-0.5781,-0.8161,-1.9301,-0.1519,2.5493,1,0,438.063
"11348",0,0,35925,0.7777,0.0321,-1.1165,0,0,0,1,1,1,1,3,4,0.416666666666667,-0.4889,-0.1985,-0.3398,-0.0369,0.0125,1.3961,2.5493,1,0,530.017
"11349",0,1,41490,-0.1201,0.0321,0.2638,0,1,1,1,1,1,1,3,4,0.416666666666667,-1.1126,1.5043,-0.3144,-0.3614,0.945,1.8543,-0.9201,1,0,423.987
"11351",0,1,33791,0.2834,-0.7218,-1.2899,1,1,1,1,1,0,1,2.5,1.66666666666667,0.35,-0.7185,-0.9494,-0.119,0.1123,-0.0086,-0.3263,1.7952,0,0,438.132
"11352",0,1,32935,-0.4343,0.6645,-0.5949,0,0,1,0,1,1,1,3,4,0.416666666666667,-0.0405,0.3171,0.0992,0.228,0.3708,-1.0351,1.1311,1,0,414.66
"11356",0,1,44934,1.0478,-0.1108,1.3119,0,0,1,1,1,1,1,2.75,3.66666666666667,0.383333333333333,0.2884,2.5915,1.6681,0.206,1.7359,0.6381,0.587,0,1,434.82
"11358",1,0,39626,0.5025,1.1563,1.0156,0,1,1,1,1,1,1,4,2,0.716666666666667,0.2829,-0.4838,0.5094,0.228,0.9798,0.1111,0.7186,0,1,463.11
"11359",1,1,42246,0.1919,1.1563,-0.2663,1,1,1,0,0,1,1,3,2,0.416666666666667,0.6558,0.7934,-0.524,0.2649,0.3708,-0.1756,0.6758,1,0,399.282
