"","student_id","school_id","pv5math","home_possessions","cultural_possessions","escs","disciplinari_climate","learning_time_math","learning_time_lang","learning_time_science","enjoy_science","interest_broad_science","motivat","test_anxiety","gender","education_parents_medium","education_parents_high","video_games","immigration_status","internet_social","study_before_school","study_after_school","private_independent","school_size","ISCED_orient","certified_teacher_prop","sci_teacher_prop","student_hindering_behav","student_teacher_ratio"
"10663",38019544,276,652.273,0.122296251737981,0.7777,1.2892,1.3185,3,4,0.416666666666667,0.5094,2.4511,-0.1651,0.206,1,0,1,1,1,1,1,1,0,844,0,1,0.0678,1.1957,14.3051
"10664",38010885,276,504.871,0.241623145922055,0.6093,0.4733,-0.7439,3,5,0.416666666666667,1.1662,0.8644,-0.8284,0.6725,1,0,1,1,1,1,0,1,0,844,0,1,0.0678,1.1957,14.3051
"10665",38008576,276,502.965,3.28586279342987,1.0478,2.6261,0.2829,2,3,0.416666666666667,2.1635,-0.5052,1.8543,2.5493,0,0,1,0,1,1,0,1,0,844,0,1,0.0678,1.1957,14.3051
"10666",38001154,276,543.019,1.51603437580797,1.0478,1.6542,-0.8747,4,4,0.416666666666667,0.0992,-0.5514,0.1111,-0.0465,0,0,1,1,1,1,0,1,0,844,0,1,0.0678,1.1957,14.3051
"10667",38004880,276,541.97,0.723844183007107,1.0478,0.5168,0.0039,4,4,0.416666666666667,0.0992,0.3315,-0.1651,0.206,0,0,1,0,1,1,0,1,0,844,0,1,0.0678,1.1957,14.3051
"10668",38010466,276,540.966,1.52515937359851,0.6093,1.6152,0.2884,4,4,0.416666666666667,0.5094,-0.5488,-0.2111,-0.8801,0,0,1,0,1,1,1,1,0,844,0,1,0.0678,1.1957,14.3051
"10669",38016075,276,537.643,2.33152840912007,0.6093,1.008,1.2422,2,4,0.416666666666667,-0.6306,0.438,-1.6866,-0.5306,0,0,1,0,1,1,0,1,0,844,0,1,0.0678,1.1957,14.3051
"10670",38002325,276,541.81,2.23031112593569,2.1655,1.8044,-1.1531,2.75,4.58333333333333,0.383333333333333,-0.119,0.4913,0.4631,-0.4886,0,0,1,0,1,1,0,1,0,844,0,1,0.0678,1.1957,14.3051
"10671",38017247,276,486.466,0.348315427780756,0.6093,1.3071,0.8934,2,4,0.416666666666667,0.125,0.5217,0.1717,1.0016,1,0,1,1,1,1,1,1,0,844,0,1,0.0678,1.1957,14.3051
"10673",38018341,276,475.103,1.01654603521157,0.7777,1.1927,0.5529,3,4,0.416666666666667,0.5094,0.7736,0.2084,0.2158,0,0,1,0,1,1,1,1,0,844,0,1,0.0678,1.1957,14.3051
"10674",38015561,276,569.582,2.37406493728215,2.1655,1.6812,0.0039,3,5,0.416666666666667,0.1736,0.0562,1.8543,-0.1345,0,0,1,1,1,1,0,1,0,844,0,1,0.0678,1.1957,14.3051
"10676",38008489,276,627.181,1.93704773540566,0.2145,1.7238,-0.4491,2.75,2.75,0.383333333333333,0.1458,1.3674,-0.0958,-0.7792,1,0,1,0,1,1,0,1,0,844,0,1,0.0678,1.1957,14.3051
"10677",38009638,277,541.36,-1.9864205453667,-0.7273,-0.5853,0.0039,4,5,0.416666666666667,0.5094,0.2335,-1.1822,0.206,0,0,1,0,0,1,0,1,0,792,1,0.9515,0.068,1.589,15.3786
"10678",38009863,277,429.72,-0.493149753089055,-0.2107,-1.3948,0.5529,4,6,0.416666666666667,0.5094,0.1617,-0.1624,1.3538,0,0,0,1,1,1,1,1,0,792,1,0.9515,0.068,1.589,15.3786
"10679",38000811,277,513.961,0.139282786086537,0.0058,-0.5371,-0.5148,5,6,0.416666666666667,0.8061,0.7736,1.8543,0.4517,0,1,0,0,0,1,1,1,0,792,1,0.9515,0.068,1.589,15.3786
"10680",38016042,277,461.748,-0.278642112720508,1.0478,0.2152,-1.0005,6,8,0.416666666666667,-0.5924,-0.5438,-0.7662,0.5209,1,0,1,1,1,0,0,1,0,792,1,0.9515,0.068,1.589,15.3786
"10681",38019561,277,448.651,-0.338586328975331,0.3941,0.3297,0.0039,3.66666666666667,5.5,0.383333333333333,-0.2121,0.6098,-0.3263,0.206,1,1,0,1,1,1,0,1,0,792,1,0.9515,0.068,1.589,15.3786
"10682",38004734,277,531.277,-0.886366965570928,-0.222,0.0746,-0.1458,2.5,2.5,0.35,-0.8208,-0.6123,-0.1651,-0.4671,0,0,1,1,1,1,1,1,0,792,1,0.9515,0.068,1.589,15.3786
"10683",38020022,277,575.34,0.770451864029592,0.1508,0.1034,-0.107,3.66666666666667,2.75,0.383333333333333,-0.1945,0.6584,0.5031,-0.308,0,1,0,1,1,1,1,1,0,792,1,0.9515,0.068,1.589,15.3786
"10684",38019811,277,616.703,0.756834559634468,1.0478,-0.3341,1.8837,4,4,0.416666666666667,-0.3398,0.3315,-0.8771,0.206,0,1,0,0,1,1,1,1,0,792,1,0.9515,0.068,1.589,15.3786
"10685",38003312,277,561.955,-0.757915073596307,-0.7039,0.5629,0.1099,3,3,0.316666666666667,-0.6148,-1.0207,-1.4159,-0.4331,0,0,1,0,1,1,1,0,0,792,1,0.9515,0.068,1.589,15.3786
"10686",38006639,277,481.641,0.960532587235752,2.1655,-0.0121,0.1196,3.33333333333333,3.33333333333333,0.35,0.0992,0.5462,-0.7662,0.346,0,1,0,0,1,1,1,1,0,792,1,0.9515,0.068,1.589,15.3786
"10687",38010044,277,427.317,-0.152436374048176,0.0058,-0.5928,1.1892,3.66666666666667,5.5,0.383333333333333,0.5094,1.1786,0.4631,0.6007,0,1,0,0,1,1,1,1,0,792,1,0.9515,0.068,1.589,15.3786
"10688",38009547,277,603.326,0.304094284641952,0.7777,-0.1426,-0.3506,4,6,0.716666666666667,-0.1379,-0.3443,-0.1651,-0.0836,0,1,0,0,1,1,0,1,0,792,1,0.9515,0.068,1.589,15.3786
"10689",38017870,277,473.934,-0.0246864049805201,0.2293,1.0854,0.8033,4,4,0.716666666666667,1.0323,0.3282,-0.4363,1.7952,0,0,1,1,1,1,1,1,0,792,1,0.9515,0.068,1.589,15.3786
"10690",38003116,277,533.949,-0.278220958976329,0.0417,-0.0885,0.5529,4,4,0.416666666666667,-0.4049,0.5392,-0.8234,0.4752,0,1,0,0,1,1,0,0,0,792,1,0.9515,0.068,1.589,15.3786
"10692",38017584,277,467.656,-0.857588126385357,-0.5975,-1.5935,1.8837,4,6,0.716666666666667,-0.3681,0.2349,-0.3131,-0.7766,0,0,0,1,1,1,0,0,0,792,1,0.9515,0.068,1.589,15.3786
"10693",38005300,277,502.849,0.197121233620465,-0.831,-0.3566,1.3185,4,6,0.416666666666667,-0.2121,0.201,-0.4954,1.0016,0,1,0,0,1,1,1,1,0,792,1,0.9515,0.068,1.589,15.3786
"10695",38002288,277,478.092,-0.726047773620089,-0.4343,-0.5983,1.8837,4,4,0.416666666666667,-0.576,-0.2865,-0.61,0.7257,0,1,0,1,1,1,0,1,0,792,1,0.9515,0.068,1.589,15.3786
"10696",38001496,277,467.671,-1.49493412590971,-1.6287,-0.6343,-1.0005,4,4,0.416666666666667,-0.588,-2.4981,1.8543,0.7993,0,1,0,0,1,1,1,1,0,792,1,0.9515,0.068,1.589,15.3786
"10698",38004144,277,545.747,-1.03629769849868,-0.7273,0.2834,0.8033,3.33333333333333,5,0.35,-2.1154,-0.6418,-1.358,0.4517,1,0,1,1,1,1,1,1,0,792,1,0.9515,0.068,1.589,15.3786
"10699",38005939,277,525.273,-1.55445718842035,-0.831,-1.8274,-0.4458,4,4,0.716666666666667,0.5094,0.1075,-0.8234,0.5769,1,0,0,1,1,1,0,0,0,792,1,0.9515,0.068,1.589,15.3786
"10700",38016220,277,515.862,-0.719449698294617,-1.2278,-1.8957,0.0039,3.66666666666667,3.66666666666667,0.383333333333333,0.8734,0.4388,-1.6009,0.5306,1,0,0,0,1,1,0,1,0,792,1,0.9515,0.068,1.589,15.3786
"10702",38008130,277,499.06,-0.19665751718698,-0.2031,0.3875,1.8837,2.5,3.33333333333333,0.35,-1.0004,-0.9308,-0.7662,0.2594,0,1,0,0,1,0,0,1,0,792,1,0.9515,0.068,1.589,15.3786
"10703",38015774,277,464.072,-2.54262425684587,-0.356,-1.4045,-0.5436,3.66666666666667,5.5,0.383333333333333,-0.8105,-1.0606,0.8101,0.7291,0,1,0,0,0,1,1,1,0,792,1,0.9515,0.068,1.589,15.3786
"10704",38001336,277,475.91,-0.0952998494212133,0.2737,-1.084,-0.1023,5,4,0.583333333333333,-0.2121,-0.9308,-0.7662,0.219,0,0,0,0,1,1,1,1,0,792,1,0.9515,0.068,1.589,15.3786
"10792",38009062,278,362.397,-0.225717125535337,-0.7039,0.0286,-0.3164,4,6,0.416666666666667,-0.4049,-0.1178,0.1717,1.0461,0,1,0,0,1,1,0,0,0,922,1,1,0.0667,-0.4866,7.6833
"10793",38013358,278,346.118,-0.868538123734013,-0.9364,-1.8913,0.2884,4.66666666666667,7,0.833333333333333,-0.8208,0.5305,-0.8771,0.5209,0,0,0,1,1,1,0,1,0,922,1,1,0.0667,-0.4866,7.6833
"10794",38013856,278,318.123,-1.42909375723637,-0.5041,-1.4341,0.5952,2,2,0.416666666666667,1.3705,0.9736,-0.0056,0.5209,1,0,0,1,1,1,1,1,0,922,1,1,0.0667,-0.4866,7.6833
"10795",38006798,278,281.603,-0.961191947453412,-0.4343,-0.1722,-1.0005,5,4,0.416666666666667,-0.8208,-0.3744,-0.1651,0.7993,1,0,1,1,1,1,1,1,0,922,1,1,0.0667,-0.4866,7.6833
"10796",38006241,278,508.041,-1.4587149039103,-1.2278,-1.6682,-0.768,4,3,0.716666666666667,0.5094,0.7736,0.1111,1.0016,0,0,0,1,1,1,1,1,0,922,1,1,0.0667,-0.4866,7.6833
"10798",38004284,278,444.153,-1.31439955423827,-1.6287,0.0949,0.2829,3.66666666666667,5.5,0.666666666666667,0.5094,0.5305,-0.1651,0.2594,0,1,0,1,1,1,0,1,0,922,1,1,0.0667,-0.4866,7.6833
"10799",38017526,278,404.663,2.54758027988394,2.1655,1.0145,-0.7963,3,5,0.416666666666667,0.5094,1.0291,0.8101,0.9874,1,0,1,1,0,1,1,1,0,922,1,1,0.0667,-0.4866,7.6833
"10800",38018460,278,470.2,-0.993340016592415,-0.356,-1.6497,0.6558,3,3,0.583333333333333,0.8904,0.3315,-0.2111,1.3538,1,0,0,1,1,1,1,1,0,922,1,1,0.0667,-0.4866,7.6833
"10801",38013540,278,454.426,-0.661470866179296,-0.6174,0.6708,-0.768,4,3,0.716666666666667,-0.0013,0.3756,0.1111,-0.0374,1,0,1,0,1,1,1,1,0,922,1,1,0.0667,-0.4866,7.6833
"10804",38013774,278,449.674,0.525480769498758,0.7777,0.5012,-0.7132,4,6,0.716666666666667,0.5094,0.9749,1.8543,2.5493,1,0,1,1,1,1,1,1,0,922,1,1,0.0667,-0.4866,7.6833
"10806",38007684,278,418.277,-1.23999572609997,-0.831,-1.7143,-1.0005,0.916666666666667,0.916666666666667,0.183333333333333,-0.3398,0.5305,-0.4036,0.9908,1,0,0,1,1,1,1,1,0,922,1,1,0.0667,-0.4866,7.6833
"10807",38015055,278,423.431,-0.767040071386853,-0.7039,-1.5905,-1.8465,6.5,5.41666666666667,0.783333333333333,2.1635,0.7737,0.4485,0.1421,1,0,0,1,1,1,0,0,0,922,1,1,0.0667,-0.4866,7.6833
"10808",38010901,278,352.04,-0.610090109389448,-0.7273,-1.4254,-0.7968,4,6,0.416666666666667,0.4391,0.0475,0.1246,1.2918,1,0,0,1,1,1,0,1,0,922,1,1,0.0667,-0.4866,7.6833
"10809",38007953,278,452.486,0.445742327267518,1.0478,-1.149,0.0039,4,6,1.11666666666667,0.5094,0.5305,0.8748,-0.0345,1,0,0,0,1,1,1,1,0,922,1,1,0.0667,-0.4866,7.6833
"10810",38015589,278,548.34,0.294828902270012,0.7777,0.4273,0.2884,4,6,1.23333333333333,0.8061,1.1786,0.8598,0.0951,1,0,1,1,1,1,1,1,0,922,1,1,0.0667,-0.4866,7.6833
"10813",38006712,278,488.881,0.641578818310792,0.0045,0.6399,-0.2683,3.66666666666667,3.66666666666667,0.666666666666667,-0.8208,-0.237,-0.0056,0.7153,0,0,1,0,1,1,0,1,0,922,1,1,0.0667,-0.4866,7.6833
"10814",38009384,278,357.46,-0.108636384653551,-0.5975,0.3216,0.2829,4,4,0.583333333333333,-0.3398,0.5305,-0.1756,0.5209,1,0,1,1,1,0,1,1,0,922,1,1,0.0667,-0.4866,7.6833
"10815",38015939,278,589.804,0.0804616464828581,1.0478,0.3688,-0.5177,4,4,0.716666666666667,-0.576,1.0163,-0.2111,-0.1433,1,1,0,1,1,1,1,1,0,922,1,1,0.0667,-0.4866,7.6833
"10816",38015223,278,472.478,0.09492125836634,0.7777,-0.6107,-0.3164,4,4,1.11666666666667,-0.3558,-0.0095,-0.6636,-0.3165,1,1,0,1,1,1,1,1,0,922,1,1,0.0667,-0.4866,7.6833
"10817",38015757,279,525.637,1.09937293823346,1.0478,0.4705,0.8934,3,4,0.416666666666667,0.5094,1.0258,-0.4954,0.7993,0,0,1,0,1,1,0,1,0,609,0,1,0.1587,0.617,9.6667
"10819",38003438,279,547.201,0.261276987317078,0.7777,-0.3605,0.8934,3,4,0.416666666666667,0.5094,1.0258,1.8543,-0.4697,0,1,0,1,1,1,0,1,0,609,0,1,0.1587,0.617,9.6667
"10820",38017781,279,453.654,2.00878425649749,1.0478,1.5777,1.3185,3,11,0.416666666666667,0.5094,0.7736,0.2296,0.0845,0,0,1,0,1,1,1,1,0,609,0,1,0.1587,0.617,9.6667
"10821",38006879,279,528.85,1.77785162010596,0.2293,0.0369,-0.3164,5,4,0.416666666666667,0.5094,0.438,0.4631,2.5493,0,1,0,1,1,1,1,1,0,609,0,1,0.1587,0.617,9.6667
"10822",38012349,279,508.8,0.684676884798452,0.6093,1.2505,1.1892,5,7,0.416666666666667,0.125,0.7736,-0.8771,1.7952,0,0,1,0,1,1,1,1,0,609,0,1,0.1587,0.617,9.6667
"10823",38012446,279,439.267,0.758098020867006,0.7777,1.373,-1.2115,4,4,0.716666666666667,0.1458,0.4827,1.3961,-0.3986,0,0,1,0,1,1,1,1,0,609,0,1,0.1587,0.617,9.6667
"10824",38018648,279,484.818,0.927542210608391,0.7777,0.159,-0.7211,3,7,0.416666666666667,-0.4071,0.9248,0.4631,1.1311,0,0,1,1,1,1,1,1,0,609,0,1,0.1587,0.617,9.6667
"10826",38018726,279,534.547,0.331469278013593,-0.0071,0.0712,-0.662,2.25,3,0.316666666666667,-1.2485,-0.0453,-1.7267,-0.1679,1,1,0,1,1,1,1,1,0,609,0,1,0.1587,0.617,9.6667
"10827",38016221,279,551.262,-1.23508226575121,-0.4113,-0.4836,1.8837,5,7,0.416666666666667,-0.2121,0.9562,0.8101,1.4226,1,1,0,0,1,1,0,0,0,609,0,1,0.1587,0.617,9.6667
"10828",38013435,279,533.033,-0.751176613689441,0.6062,-1.545,0.0039,0.833333333333333,0.833333333333333,0.0666666666666667,2.1635,1.1191,1.8543,0.0921,1,0,0,0,1,1,0,1,0,609,0,1,0.1587,0.617,9.6667
"10830",38014039,279,353.353,-0.825018903502174,-1.2278,-0.7275,-0.9519,4,4,0.716666666666667,-0.395,0.1738,0.8101,0.0752,1,1,0,1,1,0,1,1,0,609,0,1,0.1587,0.617,9.6667
"10831",38010649,279,430.28,2.9167917289476,2.1655,0.8376,0.0039,5,5,0.716666666666667,0.5094,0.228,-0.2111,0.206,1,1,0,1,1,1,0,1,0,609,0,1,0.1587,0.617,9.6667
"10833",38019510,279,457.74,1.44528054678588,0.7777,0.8174,0.1099,4,5,0.716666666666667,0.5094,0.3721,-0.0852,-0.9377,1,1,0,1,1,1,1,1,0,609,0,1,0.1587,0.617,9.6667
"10834",38014987,279,569.264,0.67948265528691,1.0478,1.4351,-0.7185,3.33333333333333,3.33333333333333,0.633333333333333,0.8061,1.4903,-0.7662,-0.0374,1,0,1,1,1,1,1,1,0,609,0,1,0.1587,0.617,9.6667
"10835",38004768,279,487.897,-1.11926498610196,-0.831,-0.7219,-0.7211,4,4,0.716666666666667,0.5094,0.6584,-0.1651,-1.1801,1,1,0,1,1,1,1,1,0,609,0,1,0.1587,0.617,9.6667
"10836",38014003,279,535.204,0.52884999945219,0.7777,0.6931,0.0091,4,9,0.416666666666667,0.5094,1.234,0.5952,0.7257,0,0,1,1,1,1,1,1,0,609,0,1,0.1587,0.617,9.6667
"10837",38004986,279,514.83,0.349298119850507,0.0636,0.0758,0.6,5,7,0.583333333333333,0.5094,0.6584,-0.7662,0.7721,0,1,0,0,1,1,1,1,0,609,0,1,0.1587,0.617,9.6667
"10838",38001755,279,409.36,-0.663997788644371,-0.4343,0.2445,0.8934,2,6,0.416666666666667,-0.8208,-0.7742,-1.1272,0.9908,0,1,0,0,1,1,1,1,0,609,0,1,0.1587,0.617,9.6667
"10839",38007565,279,518.133,-0.551409354367162,-0.4113,-0.5732,0.2829,4,4,0.866666666666667,1.3859,1.1786,-0.0495,-1.0445,1,1,0,1,1,1,0,1,0,609,0,1,0.1587,0.617,9.6667
"10840",38017653,279,536.602,0.549767302079752,0.1376,1.1945,0.0039,5,4,1.23333333333333,0.5094,0.5305,1.8543,0.1935,1,0,1,1,1,1,1,1,0,609,0,1,0.1587,0.617,9.6667
"10841",38010889,279,409.38,-0.13362484014151,0.1508,-0.0362,1.8837,3,4,0.416666666666667,0.5553,0.5305,0.5031,0.3265,0,0,1,0,1,1,1,1,0,609,0,1,0.1587,0.617,9.6667
"10842",38017037,279,456.895,1.43755939480926,2.1655,1.0137,0.0039,2.75,3.66666666666667,0.383333333333333,0.1942,0.5305,-0.2908,1.0016,0,0,1,1,1,1,1,1,0,609,0,1,0.1587,0.617,9.6667
"10843",38001919,279,365.253,0.477890396406521,1.0478,0.4318,0.2884,5,6,0.716666666666667,-0.8208,0.6193,-0.4954,0.8425,0,0,1,0,1,1,1,1,0,609,0,1,0.1587,0.617,9.6667
"10844",38010369,280,457.369,-0.916409265989036,-0.222,-0.7721,0.0039,3,7,0.416666666666667,-0.8208,0.1186,0.1717,0.5209,0,1,0,0,1,1,1,1,0,1016,0,1,0.0948,1.1432,9.6303
"10845",38002984,280,448.376,0.604096135078854,0.0768,0.2458,-0.3506,3.33333333333333,3.33333333333333,0.35,1.5756,1.4315,0.1111,-1.1801,1,1,0,0,1,1,1,1,0,1016,0,1,0.0948,1.1432,9.6303
"10848",38005977,280,400.946,-0.217013281488969,0.2834,-0.4857,-0.4491,5,7,0.416666666666667,-1.0127,0.2649,-0.4495,1.4987,0,1,0,1,1,1,1,1,0,1016,0,1,0.0948,1.1432,9.6303
"10850",38016831,280,423.398,-0.0892633124213131,0.4793,-0.039,-0.8504,5,4,0.416666666666667,-0.524,0.4827,-0.7235,0.8459,1,1,0,0,1,1,0,1,0,1016,0,1,0.0948,1.1432,9.6303
"10851",38016643,280,411.641,2.24617458363311,1.0478,0.1643,0.5952,6,10,0.716666666666667,0.5094,0.6584,0.2296,0.7993,0,1,0,1,1,1,1,1,0,1016,0,1,0.0948,1.1432,9.6303
"10852",38015545,280,502.774,1.06399602372241,0.3941,0.6969,1.3818,4,8,0.416666666666667,1.5756,0.7165,0.8598,1.7952,0,1,0,0,1,1,1,1,0,1016,0,1,0.0948,1.1432,9.6303
"10853",38003467,280,421.794,-0.529930513414029,-0.1523,-1.4044,1.3185,2.5,5,0.35,-0.8208,-0.5488,-0.5424,1.3418,0,0,0,0,1,1,1,1,0,1016,0,1,0.0948,1.1432,9.6303
"10854",38010973,280,635.834,-0.150470989908673,2.1655,0.3499,0.2829,5,4,0.416666666666667,0.5094,1.234,0.1111,0.5209,1,0,1,1,1,1,0,1,0,1016,0,1,0.0948,1.1432,9.6303
"10855",38002016,280,587.89,-0.87766312152456,-0.356,-0.204,0.6605,5,7,0.416666666666667,1.3705,2.4511,-0.1756,0.7186,1,1,0,1,1,1,1,1,0,1016,0,1,0.0948,1.1432,9.6303
"10856",38001899,280,497.628,-0.155805604001608,-0.2598,-1.0083,0.4046,4.58333333333333,3.66666666666667,0.383333333333333,-0.8208,0.6098,-0.4849,-0.7766,1,1,0,0,1,1,0,1,0,1016,0,1,0.0948,1.1432,9.6303
"10857",38006999,280,581.056,0.492069239127217,2.1655,-0.3001,-0.1458,4.58333333333333,3.66666666666667,0.383333333333333,0.5094,0.6888,0.4631,0.3366,1,1,0,1,1,1,0,1,0,1016,0,1,0.0948,1.1432,9.6303
"10858",38008251,280,489.43,0.398151954175281,-0.2818,0.0266,-0.0405,5,4,0.416666666666667,0.5094,0.7512,-0.2006,0.7291,1,1,0,1,1,1,0,1,0,1016,0,1,0.0948,1.1432,9.6303
"10860",38005859,280,498.705,0.300865439269912,0.7777,0.4288,-2.4162,3,2.25,0.0166666666666667,0.5094,1.0258,-0.1651,0.2594,1,0,1,1,1,1,1,1,0,1016,0,1,0.0948,1.1432,9.6303
"10861",38008646,280,663.274,0.951267204863812,2.1655,1.5062,0.9828,4,4,0.583333333333333,1.1662,0.437,0.1111,-0.9109,0,0,1,0,1,1,0,1,0,1016,0,1,0.0948,1.1432,9.6303
"10862",38006773,280,597.644,1.12169408667495,2.1655,1.5095,-0.2683,4.58333333333333,3.66666666666667,0.533333333333333,0.5094,0.9659,0.5952,1.0016,0,0,1,1,1,1,1,0,0,1016,0,1,0.0948,1.1432,9.6303
"10863",38011714,280,544.268,-0.0653979335844982,0.0768,-0.0183,0.8351,4,4,0.583333333333333,0.5094,1.4741,-0.8771,2.5493,0,0,1,0,1,1,1,1,0,1016,0,1,0.0948,1.1432,9.6303
"10865",38009739,280,538.942,1.58608628192309,0.7777,1.6725,1.0438,4,4,0.583333333333333,0.5094,0.4827,-0.4495,-0.2506,1,0,1,1,1,1,0,1,0,1016,0,1,0.0948,1.1432,9.6303
"10866",38013157,280,653.094,0.174378931434794,0.7777,1.1169,-0.5803,5,4,0.416666666666667,1.1225,0.8865,1.0566,0.6758,0,0,1,1,1,1,0,1,0,1016,0,1,0.0948,1.1432,9.6303
"10867",38014186,280,535.44,0.630067282636564,0.4793,0.8642,-0.3809,5,7,0.416666666666667,0.1458,0.228,-0.1163,0.5306,1,0,1,1,1,1,1,1,0,1016,0,1,0.0948,1.1432,9.6303
"10868",38018238,280,531.396,-0.0399883243523601,2.1655,-0.2534,-2.4162,5,4,0.416666666666667,-1.0406,0.6098,-0.4187,0.7291,1,1,0,1,1,1,1,0,0,1016,0,1,0.0948,1.1432,9.6303
"10869",38013671,281,497.212,0.512003849685027,2.1655,1.3706,0.2884,4.58333333333333,3.66666666666667,0.533333333333333,0.5094,0.438,0.1111,0.3997,0,0,1,0,1,1,1,1,0,698,0,1,0.1909,-0.6066,12.6909
"10870",38002199,281,533.926,0.325151971850906,1.0478,-0.4678,0.0039,4.58333333333333,3.66666666666667,0.383333333333333,-0.5781,0.4913,-0.4849,0.206,1,1,0,1,1,1,1,1,0,698,0,1,0.1909,-0.6066,12.6909
"10871",38019538,281,510.32,0.317009666130111,0.7777,0.5756,-1.9061,4.58333333333333,3.66666666666667,0.383333333333333,0.6836,0.4629,-0.7662,1.0016,0,0,1,1,1,1,0,1,0,698,0,1,0.1909,-0.6066,12.6909
"10872",38016281,281,602.912,-0.909249652337991,0.3005,0.7712,0.8934,4.16666666666667,2.5,0.5,1.3508,0.1923,-1.2776,0.7754,0,0,1,0,1,1,0,1,0,698,0,1,0.1909,-0.6066,12.6909
"10873",38002576,281,494.408,1.75875931703651,2.1655,1.5113,-0.6428,4.58333333333333,3.66666666666667,0.533333333333333,1.0914,0.8185,0.5952,0.6725,0,0,1,1,1,1,0,1,0,698,0,1,0.1909,-0.6066,12.6909
"10874",38000660,281,472.612,-0.967509253616098,-0.356,-0.6408,-0.5436,4.16666666666667,2.5,0.35,-0.8208,-0.4403,-1.24,1.7952,0,1,0,1,1,1,0,1,0,698,0,1,0.1909,-0.6066,12.6909
"10875",38009562,281,519.654,0.0641770350412668,0.3744,-0.3294,0.0039,4.58333333333333,3.66666666666667,0.383333333333333,-0.8208,-0.1178,0.1111,0.206,0,1,0,1,1,1,0,1,0,698,0,1,0.1909,-0.6066,12.6909
"10876",38000755,281,480.571,-0.637184333598302,0.7777,-0.9862,1.0438,4.58333333333333,3.66666666666667,0.383333333333333,-0.1379,0.4952,-0.1651,2.5493,0,1,0,1,0,0,1,1,0,698,0,1,0.1909,-0.6066,12.6909
"10877",38001266,281,461.206,-0.486692062344976,-0.2107,-0.7423,0.5529,4.16666666666667,3.33333333333333,0.35,0.8061,0.1186,0.1111,1.5125,0,1,0,1,1,1,1,1,0,698,0,1,0.1909,-0.6066,12.6909
"10878",38012130,281,571.173,-1.16138036051987,-1.6287,0.8705,-1.2922,3.33333333333333,2.5,0.5,-2.1154,0.7129,-0.7662,0.4517,1,0,1,1,1,1,1,1,0,698,0,1,0.1909,-0.6066,12.6909
"10879",38008385,281,595.86,0.775786478122527,2.1655,0.9045,0.2355,4.58333333333333,3.66666666666667,0.533333333333333,0.5094,0.8104,-0.3449,0.0647,1,0,1,0,1,1,1,1,0,698,0,1,0.1909,-0.6066,12.6909
"10880",38016855,281,625.4,-0.42197477032279,0.6093,-0.2294,0.6,4.58333333333333,3.66666666666667,0.533333333333333,1.4062,1.2381,0.5952,1.4394,1,1,0,0,1,1,1,1,0,698,0,1,0.1909,-0.6066,12.6909
"10881",38016030,281,529.409,-1.04837077249848,-0.5041,0.2182,0.0039,5,3.33333333333333,0.35,0.2173,0.4345,-1.1391,0.0244,1,0,1,1,1,1,0,0,0,698,0,1,0.1909,-0.6066,12.6909
"10883",38009581,281,634.383,0.0219212760419653,0.3941,-0.2165,-0.6587,4.16666666666667,3.33333333333333,0.35,1.6681,1.6345,-1.0165,0.584,1,1,0,1,1,1,0,1,0,698,0,1,0.1909,-0.6066,12.6909
"10884",38001175,281,635.374,0.286546211967824,0.6093,1.1256,0.9373,4.58333333333333,2.75,0.383333333333333,0.5094,0.5305,0.8101,1.8135,1,0,1,1,1,1,0,0,0,698,0,1,0.1909,-0.6066,12.6909
"10885",38012746,281,631.957,-0.975230405592714,-0.522,0.072,-0.1764,4.16666666666667,3.33333333333333,0.35,-0.1945,0.964,-0.2671,-0.3754,1,0,1,0,1,1,0,1,0,698,0,1,0.1909,-0.6066,12.6909
"10886",38007046,281,609.003,-0.761986226456704,0.0768,-0.4424,0.2884,4.58333333333333,3.66666666666667,0.383333333333333,-0.1522,-0.3443,-0.9951,0.5632,1,1,0,1,1,0,0,1,0,698,0,1,0.1909,-0.6066,12.6909
"10887",38018882,281,457.593,0.948740282398738,0.1919,0.9063,-0.6847,4.58333333333333,3.66666666666667,0.383333333333333,-2.1154,-0.3744,-1.6866,0.4517,1,0,1,1,1,1,0,1,0,698,0,1,0.1909,-0.6066,12.6909
"10888",38002776,281,589.932,0.353790426455084,0.6093,0.5109,0.0039,4.16666666666667,3.33333333333333,0.35,-1.4436,-0.8903,-0.8771,0.2594,1,1,0,1,1,1,1,1,0,698,0,1,0.1909,-0.6066,12.6909
"10890",38006180,281,560.395,0.00465397253062285,-0.2614,0.0683,0.8934,4.58333333333333,3.66666666666667,0.383333333333333,0.5094,0.6584,-0.1624,1.1311,0,1,0,1,1,1,0,1,0,698,0,1,0.1909,-0.6066,12.6909
"10892",38019763,281,496.284,0.341717352455284,1.0478,1.264,0.8934,4.58333333333333,3.66666666666667,0.383333333333333,0.5094,1.0787,-0.4495,0.7993,1,0,1,1,1,1,0,1,0,698,0,1,0.1909,-0.6066,12.6909
"10893",38008391,281,626.975,-0.0429364005616137,1.0478,-0.0889,-0.7185,3,3,0.316666666666667,1.6403,1.1786,-0.7662,1.5125,1,1,0,0,1,1,1,0,0,698,0,1,0.1909,-0.6066,12.6909
