"","school_id","region_Campania","region_Lombardia","private_government","private_independent","school_size","overcrowded_classes","ISCED_orient","pcs_per_student","internet_percentage","edu_leadership","curricular_development","istructional_leadership","professional_development","curricular_responsability","resources_responsability","school_authonomy","teacher_participation","material_shortage","staff_shortage","certified_teacher_prop","teacher_num","sci_teacher_prop","certified_sci_teacher_prop","creative_activities","science_resources","teacher_hindering_behav","student_hindering_behav","student_teacher_ratio","pv5math"
"1","1",0,0,0,0,1350,0,0,0.6417,1,-0.8613,-0.5455,-1.223,-0.4412,0.0554,-0.6941,0.58,6,-0.2374,0.1314,0.9766,107,0.3037,1,2,4,-0.3334,0.2229,12.6168,51.785036958606
"2","2",0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8522149086461
"3","3",0,0,0,0,569,0,0,1.0732,1,-0.773,-1.4467,-0.7967,0.4295,1.4806,-0.782,0.58,5,-0.849,-0.9308,0.5753,73,0.1575,0.913,1,6,-0.666,-0.8695,7.7945,56.7230560971261
"4","4",1,0,0,0,285,0,0,0.5765,1,1.3224,0.8182,0.954,1.8133,-0.7997,-0.6941,0.5,3,0.5717,0.4942,0.9663,44.5,0.1573,1,1,3,0.8657,-0.8644,6.4045,46.8441097271745
"5","5",1,0,0,0,1128,0,0,0.3463,1,0.4314,7e-04,1.0434,0.0394,1.4806,-0.782,0.58,4,1.3608,0.9861,1,85,0.3471,1,3,3,-0.6684,0.1162,13.2706,50.7204398162072
"6","6",0,0,0,0,670,0,1,0.5755,0.4375,-0.2677,0.1512,0.0201,-0.7618,-0.2296,-0.6941,0.5,5,3.6096,1.6533,0.5271,101.5,0.4335,0.7273,0,4,0.8947,1.0924,6.601,43.7405097850702
"7","7",0,1,0,0,1320,0,0,0.2697,0.8611,-0.9726,-0.8669,-1.1211,-0.4247,0.0554,-0.7644,0.67,4,-0.3301,0.6428,0.8804,92,0.2065,1,1,5,0.0185,0.8718,14.3478,56.2713560210213
"8","8",0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.2927467790487
"9","9",0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.4904649698521
"10","10",0,0,0,0,2092,0,1,0.3037,1,0.4845,-0.3971,0.5864,0.2099,1.4806,-0.782,0.58,4,1.3336,1.2582,0.7842,208.5,0.259,0.8519,3,3,1.5144,1.7822,10.0336,42.4086576380955
"11","11",0,0,0,0,309,0,0,0.2017,1,0.7658,0.8744,0.5626,0.9596,1.4806,-0.6941,0.58,4,-1.2541,0.7026,0.873,31.5,0.1587,0.9,1,3,-0.5703,1.3044,9.8095,42.0926092659998
"12","12",1,0,0,0,1109,0,1,0.7009,1,0.1565,-0.3971,0.178,0.7618,-0.7997,-0.7946,0.5,3,-0.1328,-0.3545,NA,NA,NA,NA,1,4,0.0185,0.6966,NA,36.8790821365674
"13","13",0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1366987774523
"14","14",0,0,0,0,797,0,1,0.5202,0.6111,NA,NA,NA,NA,-0.7997,-0.3422,0,0,NA,NA,0.814,86,0.1279,1,NA,NA,NA,NA,9.2674,52.6967403909452
"15","15",0,0,0,0,480,0,0,1.1429,1,-0.229,7e-04,-0.1449,-0.4247,1.4806,-0.6941,0.58,7,-0.1328,0.2838,0.885,56.5,0.2035,0.6087,3,5,-0.348,0.2229,8.4956,58.2418356929716
"16","16",0,1,0,1,635,0,0,0.3876,1,-0.1545,-0.8669,0.1103,0.3642,1.4806,2.8245,1,6,-0.164,-1.6823,0.8302,53,0.3679,0.4615,1,6,-1.1571,-0.4789,11.9811,57.8910880551738
"17","17",0,1,0,0,1630,0,1,0.2339,1,0.2698,-0.2724,0.809,0.3642,0.9105,-0.6941,0.58,4,-0.9916,0.9008,0.8166,174.5,0.0688,1,0,7,1.139,0.8718,9.341,49.540212739828
"18","18",0,1,0,0,803,1,0,0.2308,1,-0.9981,-0.8669,-1.1211,-0.7451,1.4806,-0.6941,0.58,6,1.1587,-1.6823,0.9496,59.5,0.2437,1,0,6,-0.7223,0.1816,13.4958,52.7774564504212
"19","19",0,0,0,0,1052,0,0,0.5885,1,0.4265,-0.1461,0.0124,1.1284,1.4806,-0.6941,0.58,6,1.2485,1.5393,0.9349,84.5,0.1479,1,3,6,0.8947,1.7918,12.4497,48.0136818899909
"20","20",0,0,0,0,1113,0,0,0.687,1,-0.5235,-0.8669,-1.752,-0.1245,-0.7997,-0.7644,0.42,2,0.736,-0.7903,0.9586,84.5,0.284,1,2,6,-0.7223,-0.2386,13.1716,48.6197206631443
"21","21",0,1,0,0,840,0,0,NA,NA,-1.1117,-0.3523,-1.2693,-0.6676,1.4806,-0.7644,0.67,6,0.0504,0.2838,0.9746,59,0.322,1,2,7,-0.6684,0.8603,14.2373,56.3946417406661
"22","22",0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.0958931738966
"23","23",0,0,0,1,70,0,0,0,NA,1.8538,0.6009,2.2317,1.8133,1.4806,2.8245,1,7,-1.2541,-0.6779,0.3333,6,0.25,0.6667,2,5,0.2635,-2.1182,11.6667,46.568869917655
"24","24",0,0,0,0,810,0,0,0.4848,1,-0.6334,-0.3971,-0.4317,-0.6512,-0.7997,-0.7192,0.5,4,0.5881,1.1083,0.981,79,0.2848,0.9556,2,5,-0.995,-0.8695,10.2532,55.4884606949985
"25","25",0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.9189046980582
"26","26",0,0,0,0,708,0,1,0.1169,1,-0.2067,-0.2724,0.0833,-0.4247,1.4806,-0.7644,0.67,5,1.6094,0.2838,0.7974,76.5,0.2026,1,1,2,0.9038,0.9233,9.2549,40.4794400045298
"27","27",0,0,0,0,649,0,1,1.6429,0.9565,-0.8613,-0.6512,-1.223,-0.6676,-0.6097,-0.6941,0.5,3,-1.2541,-1.6823,1,63.5,0.2126,1,2,6,-0.995,0.6298,10.2205,56.9643699711778
"28","28",0,1,0,0,1335,0,0,0.3016,1,-0.4166,-0.1009,-0.5081,-0.184,0.0554,-0.6941,0.58,5,1.6094,1.4737,0.6818,132,0.1212,1,2,0,0.0185,-0.1073,10.1136,53.3328426894306
"29","29",0,1,0,0,786,1,0,0.3149,1,-0.3871,0.7456,-0.8459,-0.8349,0.0554,-0.7192,0.58,5,0.3271,0.4864,0.9911,56,0.3571,0.975,2,6,-0.3334,1.1019,14.0357,56.6210528518658
"30","30",1,0,0,0,NA,0,1,NA,1,0.4674,0.3768,0.674,0.2099,-0.2296,-0.782,0.5,4,NA,NA,NA,NA,NA,NA,2,3,1.1102,1.5443,NA,42.6044477511502
"31","31",1,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.8178192097547
"32","32",0,0,0,0,132,0,0,2.5,1,0.172,0.1512,0.3473,0.2099,-0.2296,-0.782,0.5,4,-0.1328,0.7317,0.9375,24,0.2292,1,0,5,0.8947,0.6925,5.5,50.1869514287896
"33","33",0,0,0,0,1012,0,1,1,1,-0.0084,-0.3971,-0.1449,0.2668,0.0554,-0.6061,0.67,7,-1.2541,0.345,0.7479,59.5,0.1429,0.8824,1,5,0.5094,0.6298,17.0084,52.0401485125386
"34","34",0,0,0,0,832,0,0,0.7977,0.8768,-0.54,-0.1461,-0.8459,-0.5741,-0.4196,-0.6061,0.67,6,1.7302,1.7222,0.7676,92.5,0.2919,1,2,6,0.8947,1.0383,8.9946,50.0294706824257
"35","35",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.0048676414539
"36","36",0,0,0,0,556,0,1,1.2617,1,-1.0582,-0.8669,-0.8352,-0.9738,0.9105,-0.7946,0.58,4,3.6096,1.4002,0.8467,75,0.08,1,1,4,0.8947,0.6298,7.4133,47.3825714536603
"37","37",0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.3004853269748
"38","38",0,1,0,0,414,0,0,0.1773,1,-0.6622,-0.632,-0.4317,-0.2002,-0.4196,-0.6941,0.58,5,0.9328,0.5382,0.8267,37.5,0.2133,0.875,0,4,-0.3334,0.6298,11.04,40.1173881864247
"39","39",0,0,0,0,864,0,1,0.3315,1,0.1741,0.5511,-0.2864,0.3642,0.3405,-0.7644,0.67,0,1.7302,1.7222,0.787,115,0.0391,1,0,6,-0.6684,-1.0856,7.513,42.9049877213734
"40","40",0,0,0,0,936,0,1,0.5172,0.6667,-0.2646,0.4393,-0.5081,0.1882,-1.0847,-0.4477,0.5,2,-0.2374,-0.7903,0.287,115,0.1217,0.1429,0,5,0.0185,1.2432,8.1391,51.4154151371678
"41","41",0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5826280868927
"42","42",0,0,0,0,223,0,1,0.3929,1,-0.4012,0.3143,-0.8852,-0.4578,-0.2296,-0.6941,0.5,4,-0.5597,-0.5392,0.4937,39.5,0.3797,0.8667,0,6,0.1818,0.9721,5.6456,41.7716381874371
"43","43",1,0,0,0,420,0,0,0.7742,1,-1.0948,-0.8669,-0.7967,-1.2228,0.9105,-0.7644,0.67,4,0.5881,0.4864,0.9483,58,0.1121,1,1,4,0.0185,0.5628,7.2414,46.8528711514553
"44","44",1,0,0,0,321,0,1,0.7059,1,0.1616,0.3018,0.5388,0.3471,-0.4196,-0.6941,0.58,5,0.2987,0.0814,0.7391,46,0.663,0.5574,2,4,-0.3334,0.4976,6.9783,43.2510596560028
"45","45",0,0,0,0,651,0,0,0.379,1,-0.0586,-0.1461,0.2905,-0.2002,-0.7997,-0.6941,0.42,3,-1.2541,0.2838,1,43.5,0.1034,0,3,6,0.5094,1.1432,14.9655,53.2300684331353
"46","46",1,0,0,0,1251,0,0,0.2,1,0.8056,-0.1461,0.3405,1.8133,-0.6097,-0.6941,0.5,5,1.5141,0.9861,1,100,0.35,1,0,6,-0.6684,1.8402,12.51,52.4058334836789
"47","47",0,0,0,0,1277,0,1,0.3903,1,-1.3936,-1.4467,-1.6791,-1.3615,0.0554,-0.6941,0.58,4,-0.3301,0.1314,0.8099,142,0.1585,1,2,5,-0.9044,0.3046,8.993,52.059413929101
"48","48",0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.3190418433023
"49","49",0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.1692367606214
"50","50",0,0,0,0,580,0,0,1.1111,0.7692,-1.6131,-1.7773,-1.223,-1.2228,-0.2296,-0.782,0.5,3,-1.2541,0.4783,0.9639,83,0.1566,1,2,5,-0.995,-0.8695,6.988,49.6581697120109
"51","51",0,1,0,0,662,0,0,0.4065,1,-0.2983,-0.8669,-0.4745,-0.2168,-0.4196,-0.782,0.58,5,0.9328,0.2838,1,76,0.1842,1,2,5,-0.6684,0.1652,8.7105,55.4032260335688
"52","52",1,0,0,0,890,1,0,0.125,1,0.607,0.4393,0.7223,0.7176,-0.2296,-0.5533,0.58,3,3.6096,2.6914,1,69,0.1739,1,1,2,-1.458,2.3987,12.8986,49.486697585557
"53","53",0,0,1,0,260,1,1,1.1429,1,0.8528,-0.3971,0.809,1.8133,0.0554,0.0097,0.83,2,-1.2541,-0.3772,0,23.5,0.1702,0,2,5,1.148,0.9276,11.0638,44.6048461840802
"54","54",1,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.0085716655716
"55","55",0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2206296150306
"56","56",0,0,0,0,681,1,1,0.0802,1,1.6233,1.859,1.2219,1.8133,-0.7997,-0.7644,0.5,0,0.4825,-1.6823,1,54,0.0648,1,2,7,-0.995,-2.1182,12.6111,42.0812833870258
"57","57",0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5880936550627
"58","58",1,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.8410084176458
"59","59",0,0,0,0,1243,0,0,0.2362,1,-0.311,0.4728,0.0833,-0.6512,1.4806,-0.7644,0.58,6,0.5881,0.5301,1,86.5,0.1561,1,1,5,-0.348,1.9769,14.3699,55.6336784073704
"60","60",0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.538581044482
"61","61",0,1,0,0,943,0,1,0.5505,0.75,-0.8193,0.5531,-1.6791,-0.9125,0.0554,-0.6941,0.58,5,-0.3301,0.3053,0.8981,78.5,0.0701,0.8182,1,7,-0.3334,1.1432,12.0127,53.0159509539731
"62","62",0,1,0,0,943,0,0,0.5169,1,0.0691,0.3768,-0.2147,0.3642,1.4806,-0.5533,0.67,5,0.5881,1.1749,0.942,69,0.3116,0.9767,2,6,0.6543,1.2496,13.6667,53.1110092363144
"63","63",0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.3656765340673
"64","64",0,0,0,0,1303,0,0,0.1195,1,-1.3762,-1.1452,-1.223,-1.4795,1.4806,-0.6941,0.58,6,1.7302,0.5301,0.9751,100.5,0.3085,0.9032,2,6,-0.3334,1.2496,12.9652,57.8869770124689
"65","65",0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.3103757021555
"66","66",1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6877446742291
"67","67",0,0,0,0,583,0,0,0.5983,1,0.2585,0.344,0.9808,-0.4247,-0.6097,-0.5181,0.67,4,0.5881,0.4783,0.7279,68,0.1471,0.65,3,4,-0.3334,-0.2386,8.5735,51.6961944910997
"68","68",0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9686773386318
"69","69",0,1,0,0,822,0,1,1,1,-1.0323,-1.4467,-0.7967,-1.0862,1.4806,-0.782,0.58,4,0.0504,-1.6823,0.7753,89,0.0899,0.875,0,5,-0.3334,0.2911,9.236,52.2443802659642
"70","70",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.5505895100876
"71","71",0,0,0,0,1435,1,0,0.2737,1,1.159,0.5021,1.0154,1.0958,1.4806,-0.5533,0.67,7,0.9328,0.4704,0.9617,143.5,0.1185,1,3,5,1.139,1.454,10,52.2502613716144
"72","72",0,0,0,0,214,0,0,0.8085,1,-0.7338,-0.4435,-0.1754,-0.6676,-0.6097,-0.6061,0.58,5,-0.849,-0.5736,0.5303,33,0.2727,0.5556,3,5,-1.2753,-1.1699,6.4848,54.992774817681
"73","73",0,0,0,0,276,0,1,0.8475,1,0.4827,-0.0364,0.954,0.2839,-0.7997,-0.782,0.33,3,-0.9866,-0.214,0.9571,35,0.0714,1,1,6,1.139,0.558,7.8857,52.3830362923017
"74","74",0,1,0,0,1757,0,1,0.255,1,0.283,0.3219,0.3157,0.6203,0.0554,-0.6941,0.58,6,1.4263,0.9639,0.7608,186,0.7285,0.7122,0,7,1.5715,1.7822,9.4462,50.0456948244402
"75","75",0,0,0,0,331,0,1,1.175,0.8511,-0.6562,-1.4467,-0.7967,0.3642,-0.4196,-0.782,0.58,6,1.4172,1.3136,0.8675,41.5,0.1928,0.9375,1,5,0.8947,0.2229,7.9759,44.3029320272851
"76","76",0,0,0,0,1392,1,0,0.1829,1,-0.1326,-0.1461,0.0557,0.1158,0.0554,-0.6941,0.67,5,0.2987,0.7848,0.9818,82.5,0.3818,1,2,5,-0.348,1.1957,16.8727,61.4466716822968
"77","77",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7661871905415
"78","78",0,0,0,0,1012,0,0,1,1,0.0709,-0.3971,-0.1449,0.6203,-0.4196,-0.6061,0.67,7,-1.2541,0.345,0.7609,23,0.1522,1,1,5,-0.6814,0.6298,44,56.2847437218758
"79","79",0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.1187550289779
"80","80",0,0,0,0,294,0,1,0.5882,1,-1.3982,-1.7773,-1.6791,-1.5635,-0.7997,-0.782,0.42,2,-1.2541,-0.8076,0.7692,84.5,0.2544,0.7442,1,6,0.0185,0.2229,3.4793,55.9060330476325
"81","81",0,0,0,0,1000,0,0,0.35,1,-0.4587,-0.8669,-0.2864,-0.4247,-0.2296,-0.782,0.5,4,-0.1328,0.4574,0.5889,90,0.2778,0.5,3,7,0.0185,0.8718,11.1111,49.5914949595097
"82","82",0,0,0,0,330,0,1,0.5588,1,-1.611,-2.2598,-1.223,-2.1024,0.0554,-0.5684,0.75,5,-0.3301,0.2838,0.2198,45.5,0.4835,0.8409,0,5,1.1102,1.1957,7.2527,52.2828563707594
"83","83",0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.60655948711
"84","84",1,0,0,0,1322,1,1,0.3497,1,-0.0187,-0.1461,-0.2147,NA,1.4806,-0.7192,0.58,6,1.7302,0.4864,0.9441,80.5,0.0994,1,2,4,0.6543,-1.2619,16.4224,36.0431341699821
"85","85",0,0,0,0,812,0,1,0.8,0.25,0.3341,0.1512,0.2905,0.1158,-0.2296,-0.782,0.5,4,-0.849,1.117,0.9291,63.5,0.0472,1,1,6,0.4447,0.6298,12.7874,51.3172298614368
"86","86",1,0,0,0,590,0,0,0.525,1,-0.4636,0.1512,-0.246,-0.4247,-0.9897,-0.7644,0.42,1,0.7414,0.2838,1,50,0.38,1,1,5,-0.6684,0.2229,11.8,51.853610606355
"87","87",0,0,1,0,265,0,1,0.3607,1,-0.0192,-0.6512,-0.5081,-0.2168,-0.2296,-0.7946,0.5,5,-0.849,-0.5736,0.4857,35,0.1571,1,0,4,-1.4559,-0.7289,7.5714,51.439739078587
"88","88",0,0,0,0,1051,0,0,0.2009,0.4444,0.1693,-0.1461,0.3157,0.7176,-0.6572,-0.5181,0.75,5,0.8005,0.619,0.9583,72,0.2847,1,1,4,0.3058,1.1957,14.5972,50.9741625633717
"89","89",0,0,0,0,1651,0,0,0.9101,1,-0.291,-1.0028,-0.2147,0.2099,1.4806,-0.782,0.58,4,0.219,-0.5392,0.9591,110,0.2364,1,2,6,-2.3872,0.3046,15.0091,51.4397387936257
"90","90",0,0,0,0,134,0,0,0.2239,1,-0.0503,-0.0627,0.0833,0.4659,-0.6097,-0.6941,0.5,4,1.7302,0.7237,0.9784,69.5,0.2446,0.7647,2,5,-0.995,0.6948,1.9281,51.5388458352641
"91","91",0,0,1,0,114,0,0,1.3043,1,-0.3119,-0.6512,0.3719,0.0394,-0.4196,0.0097,0.83,4,-1.2541,-0.8076,0.2,12.5,0.16,0.5,2,4,-0.6684,-0.1714,9.12,53.5892867127525
"92","92",0,1,0,0,473,0,1,0,NA,-0.0623,-1.4467,-0.0693,1.8133,1.4806,-0.6941,0.58,5,1.6094,1.4098,0.9273,55,0.1455,0.625,1,5,1.148,0.6298,8.6,49.833977192831
"93","93",0,0,0,0,441,0,0,0.1962,1,0.4158,-0.1461,0.3405,1.8133,0.0554,-0.6941,0.58,4,0.9328,1.1983,1,48,0.1354,1,2,5,-0.3334,1.3107,9.1875,40.2745540141281
"94","94",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.6154855434222
"95","95",0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.473497027265
"96","96",0,0,0,0,460,0,1,0.5905,1,-0.6017,-0.0627,-0.5081,-0.5016,-0.9422,-0.6941,0.42,4,-0.1328,0.0814,0.9759,83,0.0361,1,2,4,0.4463,-0.0467,5.5422,55.3989284847984
"97","97",1,0,0,0,729,0,0,0.1163,1,0.9679,0.4393,0.7777,1.0958,-0.7997,-0.782,0.42,2,0.5881,0.0242,1,54.5,0.1835,1,1,6,0.2539,0.2229,13.3761,51.8529146301331
"98","98",1,0,0,0,326,0,1,0.2381,1,-0.9228,-0.3971,-0.2147,-0.9125,-1.2272,-0.782,0.33,0,-0.1328,-1.6823,0.881,42,0.381,1,1,5,0.03,-1.4562,7.7619,47.0673140099006
"99","99",1,0,0,0,1044,1,0,0.4455,1,2.202,1.5133,2.2317,1.8133,1.4806,-0.782,0.58,4,0.5881,0.7317,1,70,0.35,1,1,7,-0.6814,0.6298,14.9143,51.4991484938337
"100","100",0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5289941770267
"101","101",0,0,0,0,650,0,1,0.9524,1,-0.8519,-0.3971,0.0557,-1.3031,-0.7997,0.0097,0.67,3,-1.2541,0.2921,0.725,60,0.1417,0.5294,0,0,0.2252,-0.4221,10.8333,50.5744820926122
"102","102",1,0,0,0,721,0,1,0.4828,1,1.5848,1.3744,0.9613,1.8133,1.4806,-0.5533,0.67,6,-0.2345,0.2838,0.9822,84.5,0.7278,1,2,5,-1.1571,-1.0151,8.5325,45.5028712976664
"103","103",0,0,0,0,819,0,1,1.2121,1,-0.4506,0.1852,-0.1754,-0.8228,-0.6572,-0.6061,0.67,5,0.9328,0.9091,0.8111,90,0.1389,1,2,5,0.5094,0.8718,9.1,56.279858300751
"104","104",0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.4027978725775
"105","105",0,0,0,0,221,0,0,0.2113,1,-0.1559,-0.1461,0.0833,0.1158,1.4806,-0.6941,0.58,6,-0.0295,0.3659,0.9365,31.5,0.0952,1,2,2,0.2749,0.6298,7.0159,42.0892282943407
"106","106",0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.710209516798
"107","107",0,0,0,0,888,0,0,0.2312,1,-0.2295,-0.2155,0.2905,-0.6512,1.4806,-0.5533,0.67,5,-1.2541,-0.8076,0.9528,63.5,0.3701,0.9574,1,6,-0.0265,0.3622,13.9843,58.5129069806764
"108","108",0,0,0,0,1061,0,1,0.398,1,1.596,0.7631,0.9808,1.8133,-0.7997,-0.782,0.42,2,3.6096,0.9723,0.8186,113,NA,NA,0,1,2.3202,-0.1024,9.3894,45.5611969226752
"109","109",0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.6999635671893
"110","110",0,0,0,0,1144,0,1,0.8487,1,0.3908,0.5021,0.178,1.0958,-0.6097,-0.6941,0.5,4,-0.1671,0.817,0.9,155,0.2032,1,1,4,1.148,0.9807,7.3806,54.0059250650621
"111","111",0,0,0,0,468,0,0,1.2632,1,-0.7157,-0.8669,-0.7967,-0.6676,0.9105,-0.782,0.58,3,-0.4813,0.9008,0.9322,59,0.2542,1,1,6,0.0185,1.5443,7.9322,51.3660197032607
"112","112",0,0,0,0,865,0,0,0.3554,1,0.1998,-0.0627,0.3157,0.1158,1.4806,-0.6941,0.58,6,-0.1328,0.7317,1,57.5,0.2957,1,2,6,-1.2009,-0.1073,15.0435,49.7308201714753
"113","113",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.1862517888418
"114","114",0,0,0,0,1206,0,0,0.4091,1,NA,NA,NA,NA,0.9105,-0.6941,0.5,3,-1.2541,-1.6823,0.9567,127,0.126,0.8125,1,1,-0.2873,0.6925,9.4961,52.7699751093087
"115","115",0,0,0,0,997,0,1,0.2991,1,-0.4351,-0.8669,NA,1.8133,1.4806,-0.6941,0.58,4,1.7302,0.9226,0.7412,114,0.0921,0.8571,1,0,0.4553,-0.3599,8.7456,46.0943002745014
"116","116",0,0,0,0,492,0,0,1.4286,0.9786,-1.1096,-2.0963,-0.3881,-0.3319,1.4806,-0.6941,0.58,4,-1.2541,-0.7903,0.8953,43,0.1163,0.1,3,5,0.8947,1.8402,11.4419,54.3832551989751
"117","117",0,0,0,0,NA,0,1,NA,NA,-0.6113,-0.3054,-0.7967,-0.032,0.9105,-0.6941,0.58,4,0.9328,0.798,NA,NA,NA,NA,0,3,0.8947,1.1957,NA,48.7892782002511
"118","118",0,0,0,0,93,0,1,1,1,-0.4352,-0.8669,-0.5081,0.1158,-0.6097,-0.6438,0.58,5,3.6096,-1.6823,0.75,30,0.1833,0.6364,0,2,-0.995,0.7486,3.1,53.1318406203403
"119","119",0,1,0,1,98,0,0,1.1053,1,0.0293,0.1895,1.0154,-0.5182,1.4806,0.7134,0.67,5,0.2208,0.2838,0.7368,9.5,0.1053,1,1,4,-0.995,-0.9281,10.3158,54.7346340196068
"120","120",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-0.7997,-0.3422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.0609935538448
"121","121",0,0,0,0,886,0,0,0.6512,1,-0.1625,0.1269,0.3473,0.3642,0.0554,-0.6941,0.58,5,0.165,-0.0532,0.7172,122,0.2459,0.7833,1,6,0.4447,0.6298,7.2623,53.665521168797
"122","122",0,0,0,0,1144,0,0,0.8487,1,0.3908,0.5021,0.178,1.0958,-0.6097,-0.6941,0.5,4,-0.1671,0.817,0.9,155,0.2032,1,1,4,1.148,0.9807,7.3806,53.6922298982062
